charaNo	messageId	ja	zhCN	cn_keys	confidence	reason	evidence_occurrences	jp_record_paths
1001	46	強いお姉ちゃんになれたかな	是不是变成了厉害的姐姐了呢？	"[""vo_char_1001_00_46_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	8	"[""12/response_body/userCharaList/0/chara/charaMessageList/10"",""19/response_body/userCharaList/0/chara/charaMessageList/10"",""31/response_body/userCharaList/0/chara/charaMessageList/10"",""44/response_body/userCharaList/0/chara/charaMessageList/10"",""61/response_body/userCharaList/0/chara/charaMessageList/10"",""73/response_body/userCharaList/0/chara/charaMessageList/10"",""89/response_body/userCharaList/3/chara/charaMessageList/10"",""107/response_body/userCharaList/3/chara/charaMessageList/10""]"
1003	6	もっと訓練してもっと強くなりたいのに！	本想着增加训练就能变强的！	"[""vo_char_1003_00_06_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/0"",""90/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/0"",""97/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/0"",""107/response_body/userLimitedChallengeList/85/challenge/rewardList/0/chara/charaMessageList/0""]"
1003	7	人間の強さは根っこの部分で同じなんだよね	人的强大就跟树的根部是一样的嘛。	"[""vo_char_1003_00_07_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/1"",""90/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/1"",""97/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/1"",""107/response_body/userLimitedChallengeList/85/challenge/rewardList/0/chara/charaMessageList/1""]"
1003	8	強くなったら何でもやれるでしょ！	只要变强就什么都能做到了吧！	"[""vo_char_1003_00_08_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/2"",""90/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/2"",""97/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/2"",""107/response_body/userLimitedChallengeList/85/challenge/rewardList/0/chara/charaMessageList/2""]"
1003	9	ちょとつもうしん？…ってどういう意味？	长驱猛进？……什么意思呀？	"[""vo_char_1003_00_09_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/3"",""90/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/3"",""97/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/3"",""107/response_body/userLimitedChallengeList/85/challenge/rewardList/0/chara/charaMessageList/3""]"
1003	10	うう…まためちゃくちゃ怒られちゃった…	呜……又被凶了一顿……	"[""vo_char_1003_00_10_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/4"",""90/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/4"",""97/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/4"",""107/response_body/userLimitedChallengeList/85/challenge/rewardList/0/chara/charaMessageList/4""]"
1003	11	最強の魔法少女の座は、私がもらった～！	最强魔法少女的宝座，我收下啦~！	"[""vo_char_1003_00_11_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/5"",""90/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/5"",""97/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/5"",""107/response_body/userLimitedChallengeList/85/challenge/rewardList/0/chara/charaMessageList/5""]"
1003	12	これこれ！これぞまさに修行！	就是这个！这也是修行！	"[""vo_char_1003_00_12_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/6"",""90/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/6"",""97/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/6"",""107/response_body/userLimitedChallengeList/85/challenge/rewardList/0/chara/charaMessageList/6""]"
1003	43	もっともっと強くなりそー！	感觉能变得更强了！	"[""vo_char_1003_00_43_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/7"",""90/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/7"",""97/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/7"",""107/response_body/userLimitedChallengeList/85/challenge/rewardList/0/chara/charaMessageList/7""]"
1003	44	負けられないっての！	可不会输的呀！	"[""vo_char_1003_00_44_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/8"",""90/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/8"",""97/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/8"",""107/response_body/userLimitedChallengeList/85/challenge/rewardList/0/chara/charaMessageList/8""]"
1003	45	これが強さの証明！	这就是强大的证明！	"[""vo_char_1003_00_45_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/9"",""90/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/9"",""97/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/9"",""107/response_body/userLimitedChallengeList/85/challenge/rewardList/0/chara/charaMessageList/9""]"
1003	46	今の私、最強でしょ！	现在的我，就是最强吧！	"[""vo_char_1003_00_46_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/10"",""90/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/10"",""97/response_body/userLimitedChallengeList/87/challenge/rewardList/0/chara/charaMessageList/10"",""107/response_body/userLimitedChallengeList/85/challenge/rewardList/0/chara/charaMessageList/10""]"
1004	6	私が遠くに居るんですか？それとも…	我应该站远点吗？还是……	"[""vo_char_1004_00_06_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/0"",""90/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/0"",""97/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/0"",""107/response_body/userLimitedChallengeList/57/challenge/rewardList/0/chara/charaMessageList/0""]"
1004	7	猫の目って、澄んでいてとても綺麗ですよね	猫的眼睛那么清澈，真漂亮啊。	"[""vo_char_1004_00_07_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/1"",""90/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/1"",""97/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/1"",""107/response_body/userLimitedChallengeList/57/challenge/rewardList/0/chara/charaMessageList/1""]"
1004	8	あ、いえ、そんな、私なんかお構いなく…	啊，不是，那个，不用在意我……	"[""vo_char_1004_00_08_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/2"",""90/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/2"",""97/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/2"",""107/response_body/userLimitedChallengeList/57/challenge/rewardList/0/chara/charaMessageList/2""]"
1004	9	なんだか周りの景色がぼんやり見えるんです	总觉得周边的景色都变得模糊了。	"[""vo_char_1004_00_09_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/3"",""90/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/3"",""97/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/3"",""107/response_body/userLimitedChallengeList/57/challenge/rewardList/0/chara/charaMessageList/3""]"
1004	10	ひとりでいるのが好きなわけじゃないんです	并不是喜欢一个人待着。	"[""vo_char_1004_00_10_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/4"",""90/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/4"",""97/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/4"",""107/response_body/userLimitedChallengeList/57/challenge/rewardList/0/chara/charaMessageList/4""]"
1004	11	私って、なんで生まれたんでしょうかね…	我，为什么会出生呢……	"[""vo_char_1004_00_11_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/5"",""90/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/5"",""97/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/5"",""107/response_body/userLimitedChallengeList/57/challenge/rewardList/0/chara/charaMessageList/5""]"
1004	12	いろはさん、今なにをしてるんでしょうか…	彩羽，你在做什么呀……	"[""vo_char_1004_00_12_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/6"",""90/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/6"",""97/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/6"",""107/response_body/userLimitedChallengeList/57/challenge/rewardList/0/chara/charaMessageList/6""]"
1004	43	よかった…助かった～…	太好了……得救了……	"[""vo_char_1004_00_43_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/7"",""90/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/7"",""97/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/7"",""107/response_body/userLimitedChallengeList/57/challenge/rewardList/0/chara/charaMessageList/7""]"
1004	44	へ？うそ？勝てました？	诶？真的吗？赢了吗？	"[""vo_char_1004_00_44_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/8"",""90/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/8"",""97/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/8"",""107/response_body/userLimitedChallengeList/57/challenge/rewardList/0/chara/charaMessageList/8""]"
1004	45	はぁ～…勝ててラッキー…	哈……运气太好了，赢了……	"[""vo_char_1004_00_45_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/9"",""90/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/9"",""97/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/9"",""107/response_body/userLimitedChallengeList/57/challenge/rewardList/0/chara/charaMessageList/9""]"
1004	46	…あの、私…強いんですか？	……那个，我……很强吗？	"[""vo_char_1004_00_46_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/10"",""90/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/10"",""97/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/10"",""107/response_body/userLimitedChallengeList/57/challenge/rewardList/0/chara/charaMessageList/10""]"
1005	6	なーなー？オレのこと雇ってみない？	喂喂，不雇佣我试试嘛？	"[""vo_char_1005_00_06_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/0"",""90/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/0"",""97/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/0"",""107/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/0""]"
1005	7	あーだりー！面倒くせーのだいきらいー！	啊——好累啊！这么麻烦的事好讨厌啊！	"[""vo_char_1005_00_07_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/1"",""90/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/1"",""97/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/1"",""107/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/1""]"
1005	8	大丈夫大丈夫！報酬なんてちょっとだからさ！	放心放心！报酬要得不多！	"[""vo_char_1005_00_08_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/2"",""90/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/2"",""97/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/2"",""107/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/2""]"
1005	9	オレの戦い方？相手がバーンと来たらゴンよ！	"我的战斗方式？
对手要是敢冒头就咚地砸下去！"	"[""vo_char_1005_00_09_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/3"",""90/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/3"",""97/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/3"",""107/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/3""]"
1005	10	任せろよ！オレ、ムチャクチャ強いから！	交给我来！我巨强无比！	"[""vo_char_1005_00_10_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/4"",""90/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/4"",""97/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/4"",""107/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/4""]"
1005	11	無理すんなよ！手伝ってやろうか？	别强撑着了！我来帮你吧？	"[""vo_char_1005_00_11_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/5"",""90/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/5"",""97/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/5"",""107/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/5""]"
1005	12	ぜーんぶひとりで始末しとくからさ…！	我一个人就能解决干净……！	"[""vo_char_1005_00_12_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/6"",""90/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/6"",""97/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/6"",""107/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/6""]"
1005	43	いえーい！オレの勝ち～！	耶——！是咱赢了！	"[""vo_char_1005_00_43_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/7"",""90/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/7"",""97/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/7"",""107/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/7""]"
1005	44	は！それじゃー勝てないって！	哈！那就给我认输吧！	"[""vo_char_1005_00_44_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/8"",""90/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/8"",""97/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/8"",""107/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/8""]"
1005	45	これ、とーぜんの結果でしょ！	这个结果是当然啦！	"[""vo_char_1005_00_45_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/9"",""90/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/9"",""97/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/9"",""107/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/9""]"
1005	46	負けるイメージまったくなし！	想不到能怎么输！	"[""vo_char_1005_00_46_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	4	"[""20/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/10"",""90/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/10"",""97/response_body/userLimitedChallengeList/61/challenge/rewardList/0/chara/charaMessageList/10"",""107/response_body/userLimitedChallengeList/59/challenge/rewardList/0/chara/charaMessageList/10""]"
1006	6	ワタシの罪はワタシが背負います	我所背负的罪，我会一直背负下去。	"[""vo_char_1006_00_06_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/88/charaMessageList/0"",""104/response_body/gachaScheduleList/2/selectableCharaList/88/charaMessageList/0""]"
1006	7	ただ、普通の女性にワタシはなりたかった…	我只是，想做一个普通的女孩……	"[""vo_char_1006_00_07_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/88/charaMessageList/1"",""104/response_body/gachaScheduleList/2/selectableCharaList/88/charaMessageList/1""]"
1006	8	ワタシの心も、やっちゃんの心も救います	我要拯救自己，还有小八的心。	"[""vo_char_1006_00_08_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/88/charaMessageList/2"",""104/response_body/gachaScheduleList/2/selectableCharaList/88/charaMessageList/2""]"
1006	9	ん～ワタシ、お饅頭が食べたいなー	嗯~我好想吃馒头啊。	"[""vo_char_1006_00_09_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/88/charaMessageList/3"",""104/response_body/gachaScheduleList/2/selectableCharaList/88/charaMessageList/3""]"
1006	10	やっちゃんの手紙は全て覚えていますよ	小八写给我的信，我全都记得哦。	"[""vo_char_1006_00_10_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/88/charaMessageList/4"",""104/response_body/gachaScheduleList/2/selectableCharaList/88/charaMessageList/4""]"
1006	11	どうですか？一緒にカフェで読書でも	怎么样？一起去咖啡厅读书也可以。	"[""vo_char_1006_00_11_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/88/charaMessageList/5"",""104/response_body/gachaScheduleList/2/selectableCharaList/88/charaMessageList/5""]"
1006	12	ベタ甘なドラマでもいいじゃないですか～	甜掉牙的肥皂剧也不错嘛~	"[""vo_char_1006_00_12_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/88/charaMessageList/6"",""104/response_body/gachaScheduleList/2/selectableCharaList/88/charaMessageList/6""]"
1006	43	みなさんが無事で良かったです	还好大家都没事。	"[""vo_char_1006_00_43_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/88/charaMessageList/7"",""104/response_body/gachaScheduleList/2/selectableCharaList/88/charaMessageList/7""]"
